id,last_scraped,host_location,neighbourhood_group_cleansed,latitude,longitude,bedrooms,beds,price,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,review_scores_rating,reviews_per_month
23685032,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.41294,2.1493599999999997,1.0,1.0,$50.00,t,0,0,0,0,2020-10-12,75,98.0,2.49
23685103,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.384409999999995,2.1719,1.0,2.0,$36.00,t,0,0,0,0,2020-10-12,49,92.0,1.59
23685724,2020-10-13,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37408,2.1573700000000002,3.0,5.0,$100.00,t,29,59,89,179,2020-10-13,5,95.0,0.16
23690277,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39718,2.1625799999999997,2.0,4.0,$272.71,t,30,60,90,356,2020-10-13,9,100.0,0.31
23690440,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37947,2.19197,1.0,2.0,$100.00,t,0,0,16,291,2020-10-13,0,,
23691762,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17132,2.0,3.0,$65.00,t,2,32,53,53,2020-10-12,55,93.0,1.84
23692055,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.380140000000004,2.17555,1.0,3.0,$29.00,t,26,56,86,176,2020-10-13,151,92.0,4.82
23692073,2020-10-16,"Barcelona, Cataluña, Spain",Sarrià-Sant Gervasi,41.39653,2.15299,4.0,5.0,$475.00,t,0,0,0,114,2020-10-16,17,99.0,0.58
23692077,2020-10-13,"Barcelona, Cataluña, Spain",Eixample,41.3966,2.17373,2.0,3.0,$171.00,t,30,60,86,361,2020-10-13,31,94.0,1.01
23693449,2020-10-17,"Barcelona, Catalonia, Spain",Ciutat Vella,41.39015,2.17797,1.0,1.0,$51.00,t,30,60,90,270,2020-10-17,0,,
23693686,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3806,2.16343,1.0,1.0,$30.00,t,0,0,0,0,2020-10-12,0,,
23696027,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.3883,2.15043,1.0,1.0,$40.00,t,0,0,0,0,2020-10-12,117,96.0,3.73
23700685,2020-10-14,ES,Ciutat Vella,41.37539,2.17262,,1.0,"$2,000.00",t,30,60,90,180,2020-10-14,0,,
23710638,2020-10-12,ES,Horta-Guinardó,41.42386,2.13801,1.0,2.0,$12.00,t,0,0,0,0,2020-10-12,0,,
23718657,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.38758,2.1579,2.0,3.0,$90.00,t,0,0,0,165,2020-10-13,8,100.0,0.27
23722178,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.414640000000006,2.19702,1.0,1.0,$23.86,t,28,58,88,363,2020-10-15,33,98.0,1.07
23723324,2020-10-13,Denmark,Ciutat Vella,41.37875,2.17429,1.0,1.0,$45.00,t,30,60,90,365,2020-10-13,42,85.0,1.37
23725943,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.39778,2.2006200000000002,1.0,1.0,$46.00,t,29,55,85,348,2020-10-14,128,96.0,4.12
23737219,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.381640000000004,2.17423,1.0,1.0,$40.00,t,0,0,0,0,2020-10-16,15,94.0,0.49
23737826,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17132,2.0,3.0,$86.00,t,18,48,74,344,2020-10-12,59,95.0,1.9
23745734,2020-10-14,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.3955,2.1478099999999998,1.0,1.0,$70.00,t,29,59,89,364,2020-10-14,0,,
23745873,2020-10-17,"Barcelona, Catalonia, Spain",Gràcia,41.40352,2.1595400000000002,2.0,2.0,$80.00,t,29,59,89,364,2020-10-17,1,100.0,0.04
23746086,2020-10-12,"Seville, Andalusia, Spain",Eixample,41.40323,2.1770400000000003,1.0,1.0,$16.00,t,0,0,0,0,2020-10-12,0,,
23746863,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.40441,2.1764099999999997,1.0,1.0,$45.00,t,28,58,58,58,2020-10-15,1,,0.08
23748242,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38093,2.16445,3.0,1.0,$50.00,t,20,20,29,304,2020-10-12,33,88.0,1.84
23756522,2020-10-13,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37477,2.16071,1.0,1.0,$69.00,t,30,60,90,365,2020-10-13,19,93.0,0.63
23759000,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.40833,2.1853700000000003,1.0,1.0,$60.00,t,0,0,0,0,2020-10-12,37,99.0,1.2
23759457,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.39228,2.16187,1.0,3.0,$60.00,t,11,41,71,346,2020-10-13,6,100.0,0.26
23761249,2020-10-14,"Buenos Aires, Autonomous City of Buenos Aires, Argentina",Sant Martí,41.408770000000004,2.19437,1.0,1.0,$15.00,t,0,0,11,101,2020-10-14,26,97.0,0.84
23761904,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37401,2.17371,3.0,6.0,$78.00,t,26,56,86,357,2020-10-15,46,90.0,1.62
23765574,2020-10-17,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.373059999999995,2.1646799999999997,3.0,6.0,$77.00,t,30,60,90,365,2020-10-17,0,,
23768689,2020-10-14,ES,Sant Martí,41.4233,2.20569,1.0,1.0,$36.00,t,30,60,90,180,2020-10-14,66,91.0,2.12
23769237,2020-10-13,ES,Sants-Montjuïc,41.3725,2.15995,1.0,1.0,$25.00,t,29,59,89,169,2020-10-13,11,89.0,0.61
23770749,2020-10-16,"Barcelona, Catalonia, Spain",Nou Barris,41.43524,2.17472,1.0,1.0,$17.00,t,30,46,47,47,2020-10-16,26,87.0,0.84
23779650,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.401509999999995,2.15404,1.0,1.0,$95.00,t,0,0,0,0,2020-10-12,14,100.0,0.7
23781693,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.3902,2.16581,5.0,5.0,$359.00,t,27,57,87,343,2020-10-13,9,98.0,0.34
23783575,2020-10-13,ES,Ciutat Vella,41.385090000000005,2.16823,1.0,1.0,$45.00,t,11,41,71,71,2020-10-13,44,89.0,1.43
23785855,2020-10-16,"Barcelona, Catalonia, Spain",Eixample,41.3955,2.18379,1.0,1.0,$25.00,t,29,59,89,107,2020-10-16,57,100.0,1.82
23786966,2020-10-13,"Barcelona, Cataluña, Spain",Ciutat Vella,41.387170000000005,2.18099,1.0,2.0,$75.00,t,30,60,90,365,2020-10-13,8,83.0,0.26
23791776,2020-10-13,AR,Eixample,41.3774,2.1587099999999997,2.0,2.0,$51.00,t,30,60,90,180,2020-10-13,6,97.0,0.28
23796555,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.391490000000005,2.16653,4.0,4.0,$302.00,t,24,54,84,344,2020-10-13,1,100.0,0.14
23797007,2020-10-12,"Barcelona, Catalonia, Spain",Sant Martí,41.40125,2.19975,1.0,1.0,$44.00,t,0,0,0,0,2020-10-12,15,87.0,0.49
23797292,2020-10-17,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37628,2.18817,2.0,3.0,$63.00,t,0,0,0,110,2020-10-17,0,,
23797677,2020-10-12,"Bucharest, Bucharest, Romania",Eixample,41.37601,2.15108,1.0,1.0,$51.00,t,0,0,0,0,2020-10-12,1,100.0,0.03
23799755,2020-10-14,"Barcelona, Catalonia, Spain",Gràcia,41.40804,2.16514,2.0,2.0,$48.00,t,30,60,90,110,2020-10-14,75,92.0,2.44
23802379,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17132,2.0,3.0,$70.00,t,0,11,32,32,2020-10-12,91,94.0,2.94
23804717,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17676,1.0,2.0,$35.00,t,0,11,41,316,2020-10-13,117,96.0,3.93
23804730,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17132,3.0,3.0,$60.00,t,0,6,27,27,2020-10-12,45,90.0,1.48
23805819,2020-10-12,"Périgueux, Nouvelle-Aquitaine, France",Sarrià-Sant Gervasi,41.40885,2.1433299999999997,1.0,1.0,$20.00,t,0,0,0,0,2020-10-12,1,,0.03
23808068,2020-10-17,"Paris, Île-de-France, France",Eixample,41.37549,2.1573599999999997,1.0,1.0,$50.00,t,0,0,0,0,2020-10-17,37,95.0,1.2
23809304,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.3992,2.1966,1.0,1.0,$72.00,t,30,60,90,270,2020-10-14,54,97.0,1.77
23810235,2020-10-13,ES,Eixample,41.37663,2.15082,1.0,1.0,$41.00,t,28,58,88,88,2020-10-13,63,93.0,2.02
23814528,2020-10-12,ES,Ciutat Vella,41.38562,2.16751,2.0,5.0,$77.00,t,29,59,89,179,2020-10-12,0,,
23814991,2020-10-13,"Sant Cugat del Vallès, Catalunya, Spain",Eixample,41.40737,2.17778,1.0,2.0,$40.00,t,11,41,71,161,2020-10-13,73,87.0,2.35
23822755,2020-10-12,"Barcelona, Cataluña, Spain",Ciutat Vella,41.38319,2.1705099999999997,1.0,1.0,$65.00,t,0,0,0,0,2020-10-12,35,90.0,1.15
23831243,2020-10-17,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.40398,2.14387,1.0,1.0,$27.00,t,27,57,87,177,2020-10-17,73,98.0,2.32
23834693,2020-10-12,ES,Sant Martí,41.41936,2.21118,1.0,1.0,$40.00,t,0,0,0,0,2020-10-12,107,92.0,3.49
23836924,2020-10-14,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.41534,2.1611,1.0,3.0,$120.00,t,29,59,89,269,2020-10-14,53,89.0,1.73
23837563,2020-10-15,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.4037,2.14394,1.0,2.0,$37.00,t,29,59,89,179,2020-10-15,66,95.0,2.17
23852986,2020-10-15,"Barcelona, Catalonia, Spain",Les Corts,41.38374,2.13793,1.0,1.0,$25.00,t,30,60,90,365,2020-10-15,9,78.0,0.29
23853965,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37879,2.1777,1.0,1.0,$40.00,t,26,56,86,86,2020-10-16,111,93.0,3.56
23865960,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3796,2.17328,2.0,3.0,$43.00,t,0,4,34,309,2020-10-15,8,95.0,0.31
23866376,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3796,2.17328,2.0,4.0,$59.00,t,0,0,0,109,2020-10-13,3,93.0,0.11
23866920,2020-10-12,"London, England, United Kingdom",Ciutat Vella,41.37673,2.18836,1.0,1.0,$117.00,t,30,60,90,232,2020-10-12,0,,
23868370,2020-10-15,"Barcelona, Catalonia, Spain",Sant Martí,41.40903,2.20257,2.0,3.0,$179.00,t,0,0,0,256,2020-10-15,98,94.0,3.28
23870469,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37956,2.16967,2.0,2.0,$80.00,t,0,0,0,0,2020-10-12,8,93.0,0.28
23873077,2020-10-15,ES,Eixample,41.398720000000004,2.16804,1.0,1.0,$42.00,t,29,59,88,363,2020-10-15,81,90.0,2.67
23874036,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.39895,2.2057,2.0,3.0,$89.00,t,0,0,1,142,2020-10-17,72,99.0,2.36
23876510,2020-10-12,"Bologna, Emilia-Romagna, Italy",Ciutat Vella,41.37785,2.17176,1.0,1.0,$50.00,t,0,0,0,0,2020-10-12,7,90.0,0.23
23877191,2020-10-16,ES,Eixample,41.4066,2.17384,1.0,1.0,$35.00,t,30,60,90,365,2020-10-16,6,93.0,0.2
23878031,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.381190000000004,2.16358,1.0,1.0,$65.00,t,29,59,89,364,2020-10-12,40,96.0,1.35
23887963,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.405570000000004,2.1757400000000002,2.0,4.0,$101.00,t,1,1,1,224,2020-10-13,54,99.0,1.82
23888210,2020-10-17,ES,Eixample,41.40786,2.17382,2.0,4.0,$48.43,t,13,43,73,186,2020-10-17,72,92.0,2.38
23893031,2020-10-16,BG,Sant Martí,41.41343,2.23037,2.0,2.0,$317.00,t,0,0,0,0,2020-10-16,0,,
23893953,2020-10-16,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.40811,2.16852,1.0,1.0,$25.00,t,30,60,90,90,2020-10-16,106,89.0,3.42
23901684,2020-10-12,ES,Ciutat Vella,41.3883,2.17677,,1.0,$37.86,t,0,0,0,0,2020-10-12,8,83.0,0.26
23907806,2020-10-15,"Barcelona, Cataluña, Spain",Eixample,41.38899,2.1635299999999997,1.0,1.0,$45.00,t,0,1,1,1,2020-10-15,16,93.0,0.52
23910668,2020-10-16,ES,Sant Andreu,41.434909999999995,2.1865200000000002,1.0,1.0,$40.00,t,30,60,90,365,2020-10-16,0,,
23911420,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.39698,2.1796599999999997,1.0,1.0,$34.00,t,0,0,0,0,2020-10-15,3,87.0,0.11
23914520,2020-10-16,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.3721,2.12952,3.0,5.0,$93.00,t,1,1,1,1,2020-10-16,9,62.0,0.49
23914525,2020-10-14,"Barcelona, Catalonia, Spain",Sant Martí,41.40459,2.20073,3.0,8.0,$98.00,t,24,54,84,356,2020-10-14,18,87.0,0.63
23915450,2020-10-12,"Barcelona, Cataluña, Spain",Ciutat Vella,41.37938,2.16607,2.0,2.0,$34.00,t,28,58,80,80,2020-10-12,4,90.0,0.17
23915996,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38766,2.17895,2.0,5.0,$57.00,t,0,6,36,311,2020-10-16,2,100.0,0.07
23918581,2020-10-13,"Esplugues de Llobregat, Catalunya, Spain",Eixample,41.40746,2.17813,2.0,3.0,$37.00,t,4,34,64,64,2020-10-13,10,92.0,0.38
23919529,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40542,2.17132,2.0,2.0,$60.00,t,0,0,0,0,2020-10-12,51,93.0,1.78
23920351,2020-10-16,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37828,2.16665,1.0,0.0,$31.00,t,1,1,1,1,2020-10-16,1,60.0,0.04
23921299,2020-10-15,"Barcelona, Catalonia, Spain",Sarrià-Sant Gervasi,41.39628,2.14792,1.0,1.0,$15.00,t,30,60,90,90,2020-10-15,0,,
23930222,2020-10-15,ES,Sants-Montjuïc,41.37423,2.1461099999999997,,1.0,$550.00,t,30,60,90,365,2020-10-15,0,,
23931051,2020-10-15,ES,Eixample,41.39291,2.1475299999999997,,2.0,$157.00,t,12,37,65,337,2020-10-15,1,100.0,0.04
23931083,2020-10-14,ES,Eixample,41.39369,2.14925,,1.0,$63.00,t,18,46,76,345,2020-10-14,2,80.0,0.14
23931086,2020-10-15,ES,Eixample,41.39372,2.1490299999999998,,2.0,$92.00,t,1,1,1,254,2020-10-15,1,100.0,0.05
23931124,2020-10-14,ES,Sarrià-Sant Gervasi,41.39358,2.14751,,1.0,$71.00,t,22,50,80,355,2020-10-14,1,100.0,0.07
23931152,2020-10-16,ES,Eixample,41.39275,2.14854,,2.0,$177.00,t,1,1,1,1,2020-10-16,0,,
23931201,2020-10-15,ES,Eixample,41.393679999999996,2.14895,,2.0,$99.00,t,13,39,69,341,2020-10-15,1,100.0,0.04
23931258,2020-10-14,ES,Eixample,41.393029999999996,2.1488,,2.0,$93.00,t,8,8,18,293,2020-10-14,0,,
23931327,2020-10-14,ES,Eixample,41.393409999999996,2.14725,,1.0,$70.00,t,30,60,90,365,2020-10-14,0,,
23931360,2020-10-15,ES,Eixample,41.3937,2.1486099999999997,,2.0,$87.00,t,16,35,61,333,2020-10-15,0,,
23931385,2020-10-17,"Barcelona, Catalonia, Spain",Les Corts,41.379709999999996,2.12661,1.0,1.0,$50.00,t,30,60,90,90,2020-10-17,40,99.0,1.33
23931452,2020-10-17,ES,Sarrià-Sant Gervasi,41.395070000000004,2.14787,,2.0,$70.00,t,23,53,83,353,2020-10-17,1,100.0,0.06
23931481,2020-10-14,ES,Eixample,41.392959999999995,2.1492400000000003,,1.0,$70.00,t,29,57,87,360,2020-10-14,0,,
23931498,2020-10-16,ES,Eixample,41.393640000000005,2.14795,,2.0,$99.00,t,1,1,1,1,2020-10-16,0,,
23932429,2020-10-15,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.42406,2.1471299999999998,1.0,2.0,$59.00,t,0,0,0,0,2020-10-15,1,100.0,0.03
23932565,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.398109999999996,2.17371,1.0,1.0,$28.00,t,0,0,0,0,2020-10-12,14,93.0,0.46
23936985,2020-10-14,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.373459999999994,2.13144,1.0,1.0,$125.00,t,29,59,89,179,2020-10-14,2,80.0,0.07
23940244,2020-10-16,"Barcelona, Cataluña, Spain",Sant Martí,41.42042,2.21325,1.0,1.0,$40.00,t,29,59,89,89,2020-10-16,59,96.0,1.91
23952113,2020-10-15,"Catalonia, Spain",Eixample,41.40074,2.1832700000000003,1.0,1.0,$22.00,t,13,43,73,163,2020-10-15,43,85.0,1.42
23953783,2020-10-17,"Barcelona, Catalonia, Spain",Gràcia,41.410059999999994,2.14696,1.0,1.0,$35.00,t,29,59,89,179,2020-10-17,0,,
23955916,2020-10-12,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.413909999999994,2.1703799999999998,1.0,1.0,$28.00,t,0,0,0,0,2020-10-12,27,97.0,0.87
23957696,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38612,2.18472,1.0,1.0,$90.00,t,26,56,86,361,2020-10-15,0,,
23964555,2020-10-15,ES,Gràcia,41.398540000000004,2.1579900000000003,2.0,5.0,$75.00,t,18,44,74,164,2020-10-15,120,94.0,3.9
23964784,2020-10-16,"Barcelona, Catalonia, Spain",Gràcia,41.3992,2.1566799999999997,2.0,2.0,$48.00,t,12,42,65,155,2020-10-16,70,89.0,2.55
23969809,2020-10-12,"Barcelona, Catalonia, Spain",Gràcia,41.419540000000005,2.14608,1.0,1.0,$30.00,t,0,0,0,0,2020-10-12,14,97.0,0.46
23971317,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37466,2.16477,4.0,5.0,$65.00,t,11,41,71,113,2020-10-12,120,96.0,3.87
23974203,2020-10-14,ES,Sants-Montjuïc,41.37486,2.15742,1.0,4.0,$10.00,t,28,58,88,363,2020-10-14,0,,
23974236,2020-10-12,"Barcelona, Catalonia, Spain",Sant Andreu,41.41767,2.18439,1.0,1.0,$54.00,t,0,0,0,0,2020-10-12,0,,
23974587,2020-10-17,ES,Eixample,41.40567,2.1739599999999997,1.0,2.0,$37.00,t,30,60,90,365,2020-10-17,11,82.0,0.38
23976170,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.40708,2.17698,1.0,1.0,$35.00,t,0,0,0,0,2020-10-12,21,95.0,0.68
23976981,2020-10-17,"Barcelona, Catalonia, Spain",Eixample,41.39617,2.1692099999999996,1.0,1.0,$31.00,t,0,0,0,0,2020-10-17,14,87.0,0.46
23982735,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.4058,2.1809,1.0,1.0,$95.00,t,30,60,90,365,2020-10-13,39,97.0,1.27
23985437,2020-10-13,"Barcelona, Catalonia, Spain",Eixample,41.4026,2.17702,1.0,1.0,$30.00,t,29,59,89,179,2020-10-13,20,92.0,0.71
23985594,2020-10-17,"Barcelona, Catalonia, Spain",Gràcia,41.40636,2.16388,1.0,1.0,$35.00,t,0,0,0,0,2020-10-17,2,100.0,0.06
23986343,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37885,2.16836,1.0,1.0,$55.00,t,0,0,0,0,2020-10-12,10,90.0,0.32
23987370,2020-10-17,"Barcelona, Cataluña, Spain",Horta-Guinardó,41.41142,2.16582,2.0,3.0,$53.00,t,0,0,0,231,2020-10-17,2,100.0,0.12
23988756,2020-10-17,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.4103,2.1672599999999997,2.0,3.0,$47.00,t,0,0,0,231,2020-10-17,0,,
23989120,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.377320000000005,2.1707099999999997,1.0,2.0,$45.00,t,29,59,89,119,2020-10-13,4,100.0,0.13
23989175,2020-10-12,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38377,2.1734,,1.0,$50.00,t,0,0,0,0,2020-10-12,1,100.0,0.03
23989315,2020-10-12,"Amsterdam, North Holland, Netherlands",Eixample,41.38358,2.1621,2.0,4.0,$75.00,t,10,40,70,345,2020-10-12,0,,
23989620,2020-10-17,ES,Eixample,41.39294,2.1729,1.0,1.0,$12.00,t,0,0,0,0,2020-10-17,7,80.0,0.23
23990630,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38476,2.17096,,1.0,$75.00,t,4,12,42,266,2020-10-13,154,98.0,5.06
23990807,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38476,2.17103,,1.0,$75.00,t,10,25,32,248,2020-10-13,179,98.0,5.89
23992269,2020-10-14,US,Sants-Montjuïc,41.37254,2.16867,2.0,3.0,$74.00,t,0,25,55,327,2020-10-14,105,96.0,3.71
23995304,2020-10-13,ES,Ciutat Vella,41.376020000000004,2.17117,1.0,1.0,$22.00,t,30,60,90,270,2020-10-13,69,88.0,2.27
24010679,2020-10-14,"Barcelona, Catalonia, Spain",Eixample,41.37676,2.1550599999999998,1.0,1.0,$79.00,t,29,59,89,179,2020-10-14,89,99.0,2.9
24011492,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38365,2.17207,1.0,1.0,$38.00,t,16,16,16,16,2020-10-15,107,97.0,3.46
24011874,2020-10-16,"Barcelona, Catalonia, Spain",Gràcia,41.41772,2.14967,2.0,3.0,$104.00,t,0,0,0,0,2020-10-16,11,85.0,0.45
24014496,2020-10-17,"Barcelona, Catalonia, Spain",Sant Martí,41.401540000000004,2.1989099999999997,1.0,1.0,$52.00,t,0,0,0,0,2020-10-17,11,98.0,0.37
24025489,2020-10-17,ES,Sant Martí,41.41114,2.17806,2.0,4.0,$95.00,t,29,59,89,334,2020-10-17,58,92.0,1.91
24026688,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37818,2.17696,1.0,2.0,$37.00,t,30,60,90,180,2020-10-13,136,93.0,4.4
24027579,2020-10-12,"Barcelona, Catalonia, Spain",Les Corts,41.38658,2.12586,1.0,1.0,$25.00,t,0,0,0,0,2020-10-12,7,100.0,0.23
24028716,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37786,2.16966,1.0,1.0,$63.00,t,29,59,89,364,2020-10-15,6,93.0,0.32
24032849,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.384840000000004,2.18358,1.0,2.0,$57.00,t,0,0,10,285,2020-10-13,42,95.0,1.36
24033028,2020-10-16,"Barcelona, Catalonia, Spain",Eixample,41.399029999999996,2.18131,3.0,4.0,$100.00,t,0,0,0,170,2020-10-16,138,100.0,4.46
24034907,2020-10-14,"Barcelona, Catalonia, Spain",Eixample,41.39268,2.1452400000000003,2.0,5.0,$175.00,t,0,0,0,30,2020-10-14,28,98.0,0.93
24041854,2020-10-14,"Barcelona, Catalonia, Spain",Eixample,41.381409999999995,2.1474599999999997,1.0,1.0,$35.00,t,30,60,90,180,2020-10-14,1,80.0,0.04
24054263,2020-10-17,ES,Ciutat Vella,41.3822,2.18375,1.0,4.0,$75.00,t,25,55,85,324,2020-10-17,57,94.0,2.07
24057445,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38033,2.1901200000000003,1.0,1.0,$100.00,t,0,0,0,273,2020-10-15,0,,
24060451,2020-10-15,"Barcelona, Catalonia, Spain",Eixample,41.39613,2.1770099999999997,2.0,3.0,$162.00,t,30,60,90,365,2020-10-15,8,77.0,0.32
24061132,2020-10-14,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.375679999999996,2.12575,1.0,1.0,$40.00,t,30,60,90,180,2020-10-14,69,84.0,2.27
24063350,2020-10-14,"Barcelona, Catalonia, Spain",Horta-Guinardó,41.42559,2.15557,1.0,1.0,$20.00,t,29,59,89,179,2020-10-14,12,98.0,0.4
24063949,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.38023,2.16837,1.0,1.0,$34.00,t,30,60,90,365,2020-10-13,73,88.0,2.37
24070207,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37389,2.16363,2.0,3.0,$75.00,t,29,59,74,74,2020-10-12,18,88.0,0.59
24075696,2020-10-12,"Barcelona, Catalonia, Spain",Eixample,41.399359999999994,2.1827,1.0,1.0,$54.00,t,0,0,0,0,2020-10-12,1,100.0,0.03
24077062,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37952,2.17331,2.0,4.0,$70.00,t,29,59,89,364,2020-10-15,3,100.0,0.11
24077307,2020-10-13,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37952,2.17331,1.0,1.0,$50.00,t,8,38,68,343,2020-10-13,4,100.0,0.17
24077510,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.37952,2.17331,1.0,1.0,$59.00,t,29,59,89,364,2020-10-15,3,100.0,0.12
24077701,2020-10-15,"Barcelona, Catalonia, Spain",Ciutat Vella,41.3796,2.17328,2.0,4.0,$46.00,t,30,60,90,365,2020-10-15,5,100.0,0.27
24077783,2020-10-12,ES,Eixample,41.39008,2.17713,1.0,4.0,$80.00,t,29,59,89,328,2020-10-12,82,94.0,2.85
24084921,2020-10-12,"Carrer Mare de Deu de Lorda, 68 atico. 08033 Barcelona.",Sant Andreu,41.45198,2.1928,1.0,2.0,$26.00,t,0,0,0,0,2020-10-12,16,96.0,0.53
24088550,2020-10-15,"Riells i Viabrea, Catalonia, Spain",Eixample,41.379870000000004,2.15121,1.0,1.0,$45.00,t,0,0,0,0,2020-10-15,0,,
24093404,2020-10-15,ES,Sants-Montjuïc,41.37468,2.14701,1.0,1.0,$40.00,t,0,0,0,0,2020-10-15,0,,
24096039,2020-10-16,"Barcelona, Catalonia, Spain",Eixample,41.40293,2.18139,1.0,1.0,$11.00,t,14,30,30,30,2020-10-16,38,89.0,1.23
24098604,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37413,2.16352,1.0,1.0,$50.00,t,0,0,0,0,2020-10-15,60,98.0,1.95
24099222,2020-10-15,ES,Ciutat Vella,41.38134,2.1871,1.0,2.0,$8.00,t,0,0,0,0,2020-10-15,0,,
24109664,2020-10-13,"Barcelona, Catalonia, Spain",Gràcia,41.40079,2.15781,1.0,3.0,$70.00,t,15,45,75,154,2020-10-13,63,94.0,2.04
24113131,2020-10-16,"Barcelona, Catalonia, Spain",Eixample,41.39669,2.17529,1.0,1.0,$38.00,t,0,0,0,168,2020-10-16,7,100.0,0.26
24126151,2020-10-15,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37141,2.14018,1.0,1.0,$40.00,t,0,0,0,0,2020-10-15,30,97.0,0.98
24133214,2020-10-14,ES,Sants-Montjuïc,41.37318,2.13207,3.0,5.0,$35.00,t,30,60,90,365,2020-10-14,0,,
24136809,2020-10-12,"Barcelona, Catalonia, Spain",Sants-Montjuïc,41.37427,2.16762,1.0,1.0,$41.00,t,0,0,0,0,2020-10-12,16,93.0,0.52
